TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2022129962068,Physical Force,Physical Injury,Y,Sergeant,OTHER,FEMALE,HISPANIC
2022133962086,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,HISPANIC
2021025962069,Physical Force,Physical Injury,Y,Sergeant,OTHER,FEMALE,WHITE
2020024962085,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020024962090,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020025962146,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020028962140,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020028962160,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020032962085,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020033962179,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020036962022,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020043962063,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020047962120,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020047962135,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020053962086,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020062962190,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020066962240,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020079962071,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020080962052,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020086962175,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020087962076,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020089962040,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020092962168,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020094962163,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020096962045,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020102962102,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020122962078,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020122962152,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020124962021,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020133962150,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020139962148,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020139962173,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020139962204,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020141962022,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021020962060,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021020962115,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021025962018,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021028962046,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021029962034,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021029962078,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021033962039,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021033962040,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021036962036,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021038962074,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021042962124,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021049962039,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021059962144,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021062962020,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021062962089,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021065962046,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021066962117,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021067962066,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021071962086,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021089962031,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021089962102,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021092962149,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021092962182,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021096962079,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021102962090,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021103962085,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021120962082,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021124962023,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021127962068,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021129962048,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2021139962036,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022024962060,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022029962047,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022032962072,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022033962092,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022037962016,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022068962056,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022071962086,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022071962098,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022081962038,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022091962024,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022092962133,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022098962026,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022098962097,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022100962060,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022100962079,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022100962094,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022103962077,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022103962121,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022109962089,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022120962049,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022121962067,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022122962094,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022123962056,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022126962017,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022126962050,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022132962034,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022139962052,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022139962067,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022139962070,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022140962068,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2022142962026,Physical Force,Physical Injury,Y,Sergeant,OTHER,MALE,WHITE
2020020962038,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020028962021,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962016,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962036,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020037962114,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020037962114,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020042962034,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020059962060,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020059962162,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020060962037,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020060962041,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020061962025,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020061962025,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020066962070,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020066962070,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020068962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020068962022,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020071962051,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020081962023,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020090962022,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020090962027,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020090962027,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020095962023,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020095962023,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020095962023,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020095962023,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020126962015,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020126962015,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020128962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020128962024,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021024962122,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021024962122,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021024962122,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021025962108,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021026962093,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021026962093,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021029962079,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021029962084,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021037962064,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021037962064,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021037962064,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021037962064,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021037962084,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021037962100,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021037962116,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021060962110,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021061962197,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021063962099,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021063962203,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021063962203,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021063962203,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021066962184,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021067962123,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021067962139,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021069962053,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021071962179,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021085962045,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021089962108,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021098962168,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021103962131,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021103962165,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021142962033,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022024962055,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022024962055,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022039962046,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022045962024,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022052962024,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022064962041,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022066962057,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022068962068,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022079962041,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022107962031,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022107962038,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022107962038,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022113962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022120962021,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022132962032,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2022140962069,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2022140962069,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020020962028,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020020962038,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020028962021,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020039962023,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020053962035,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020059962162,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020059962162,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020060962016,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020060962043,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020060962043,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020061962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020061962025,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020061962025,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020063962031,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020063962084,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020066962062,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020066962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020066962070,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020068962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020068962022,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020068962022,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020090962027,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020139962033,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020139962045,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2020139962045,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020141962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021024962122,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021026962093,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2021032962128,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021032962133,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2021032962153,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021037962064,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021037962101,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021042962128,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021053962088,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021053962097,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021060962109,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021061962197,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2021063962225,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021066962210,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2021067962123,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021067962139,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021069962052,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2021069962052,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021089962100,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021103962131,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021142962038,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2022039962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022045962019,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022061962037,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022063962160,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022064962066,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2022065962087,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022068962063,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022109962053,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022120962021,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2022120962021,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2022140962069,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,HISPANIC
2020028962021,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2020028962123,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2020059962162,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2020059962162,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,ASIAN
2020128962039,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2020139962033,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2020140962018,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2020142962016,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2021032962153,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,ASIAN
2021063962099,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,AMER INDIAN
2021066962184,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2021066962203,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,WHITE
2021067962121,Physical Force,No Injury,N,Other,FIXED POST,MALE,ASIAN
2021071962179,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,WHITE
2022064962041,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2022089962043,Physical Force,No Injury,N,Other,FIXED POST,MALE,WHITE
2020020962019,Physical Force,No Injury,N,Other,OFF DUTY,FEMALE,BLACK
2020026962015,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2020061962019,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2020092962104,Physical Force,No Injury,N,Other,OFF DUTY,MALE,HISPANIC
2020121962023,Physical Force,No Injury,N,Other,OTHER,MALE,ASIAN
2021026962093,Physical Force,No Injury,N,Other,OTHER,MALE,HISPANIC
2021045962064,Physical Force,No Injury,N,Other,OTHER,MALE,ASIAN
2021063962203,Physical Force,No Injury,N,Other,OTHER,MALE,BLACK
2021109962026,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2022079962041,Physical Force,No Injury,N,Other,OTHER,MALE,BLACK
2022080962033,Physical Force,No Injury,N,Other,OTHER,MALE,BLACK
2022080962033,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2022100962044,Physical Force,No Injury,N,Other,OTHER,FEMALE,HISPANIC
2022133962034,Physical Force,No Injury,N,Other,OTHER,MALE,BLACK
2020020962054,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2020020962095,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2020025962077,Physical Force,No Injury,N,Sergeant,NCO,MALE,WHITE
2020026962079,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2020052962087,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2020063962162,Physical Force,No Injury,N,Sergeant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020065962051,Physical Force,No Injury,N,Sergeant,NCO,MALE,HISPANIC
2020065962147,Physical Force,No Injury,N,Sergeant,NCO,MALE,HISPANIC
2020065962218,Physical Force,No Injury,N,Sergeant,NCO,MALE,HISPANIC
2020065962265,Physical Force,No Injury,N,Sergeant,NCO,MALE,HISPANIC
2020082962033,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,WHITE
2020100962049,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,WHITE
2021024962115,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,BLACK
2021060962020,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2021096962084,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,HISPANIC
2021119962031,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2021122962024,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2021122962032,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2022024962017,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2022062962100,Physical Force,No Injury,N,Sergeant,OTHER,MALE,BLACK
2022092962015,Physical Force,No Injury,N,Sergeant,NCO,MALE,BLACK
2022092962022,Physical Force,No Injury,N,Sergeant,OTHER,MALE,BLACK
2022092962138,Physical Force,No Injury,N,Sergeant,NCO,MALE,BLACK
2022094962069,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,WHITE
2022103962114,Physical Force,No Injury,N,Sergeant,OTHER,MALE,BLACK
2022123962057,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,ASIAN
2022123962058,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,ASIAN
2022139962066,Physical Force,No Injury,N,Sergeant,ANTI-CRIME,MALE,WHITE
2022140962017,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2022140962083,Physical Force,No Injury,N,Sergeant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020024962121,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020028962091,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,WHITE
2020037962023,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,BLACK
2020037962091,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,BLACK
2020044962066,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020045962045,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962045,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020066962101,Physical Force,No Injury,N,Captain,INVESTIGATION,MALE,WHITE
2020066962194,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,WHITE
2020066962213,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2020086962028,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,BLACK
2020102962063,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020103962174,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020109962068,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2020109962068,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2020120962043,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020126962015,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2020128962059,Physical Force,No Injury,N,Other,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020132962056,Physical Force,No Injury,N,Captain,ANTI-CRIME,MALE,WHITE
2021020962045,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021020962045,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021026962089,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,HISPANIC
